Meter Sequential - Variable Length - CSV kWh - Electricity
Report Date,08/06/23 00:00:00
Report Run Date,08/06/23 08:41:19
Company Name,GS - DT V Opco Limited
Reporting Set,HH 1900027426471 - 15042914
Meters in Reporting Set,1

Company Name,Site Name,Online Meter Name,MPAN,Meter ID,Type,Est,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,24/01/21,112.050,113.370,105.765,108.735,111.035,112.640,104.685,110.080,114.380,108.975,108.255,115.905,108.425,119.740,119.890,113.530,117.510,119.610,114.260,115.440,122.240,130.620,117.125,118.075,125.580,118.100,122.920,116.055,123.055,124.890,116.790,126.095,122.570,123.415,131.505,128.710,126.640,127.075,126.175,130.640,126.080,124.045,128.155,134.045,119.480,118.020,116.735,111.665
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,25/01/21,119.070,111.350,110.420,117.015,112.030,114.055,108.785,103.035,115.180,107.210,109.785,121.215,115.840,118.450,124.180,117.700,120.160,118.140,113.545,118.275,112.960,115.580,110.920,111.675,113.065,109.445,112.480,111.455,110.115,113.345,113.110,107.850,121.110,122.510,121.060,115.365,125.810,121.125,121.220,130.485,121.875,129.600,117.975,118.375,119.855,112.255,114.490,108.935
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,26/01/21,114.145,112.855,105.935,111.060,109.335,111.295,107.650,107.660,107.720,108.395,117.405,115.890,124.550,117.260,116.190,123.185,123.655,120.560,125.105,115.680,111.775,114.375,114.880,111.890,120.295,111.910,116.195,106.560,117.830,122.345,116.055,121.050,117.775,114.225,120.685,114.760,126.860,119.980,127.020,129.230,125.710,121.300,114.940,104.680,114.025,106.200,101.105,103.145
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,27/01/21,97.225,98.365,98.305,96.240,96.415,100.145,96.425,91.665,96.420,96.060,102.975,108.325,110.660,106.870,108.610,111.520,111.260,112.560,107.380,110.520,103.520,105.935,102.385,99.245,102.785,95.505,101.910,104.530,90.870,106.195,100.590,106.240,109.270,103.740,100.925,109.250,106.510,106.665,96.665,99.215,97.690,102.445,100.095,99.600,97.905,94.440,92.255,85.995
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,28/01/21,88.785,83.870,90.030,86.225,83.815,91.865,84.520,85.730,86.470,85.385,91.510,96.025,95.825,94.815,97.865,90.130,92.815,95.895,91.450,90.120,89.405,84.975,91.650,85.855,89.985,85.865,90.495,91.185,88.520,86.440,90.870,96.920,89.695,93.800,101.730,93.455,96.225,97.710,97.785,97.425,100.465,95.645,93.500,93.325,93.675,85.565,89.705,83.450
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,29/01/21,84.440,89.780,81.560,84.980,84.020,88.555,83.440,83.685,84.220,89.885,83.545,88.680,104.345,94.405,97.460,93.685,94.035,91.300,89.355,90.085,95.760,91.730,93.550,91.060,89.760,81.480,88.440,90.900,91.420,96.540,99.155,90.710,97.440,99.945,101.570,101.960,97.255,105.520,98.360,97.725,99.000,95.705,95.295,96.185,93.760,94.855,92.240,92.265
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,30/01/21,93.875,85.380,94.540,87.895,95.160,88.645,96.780,90.560,91.615,97.800,94.205,94.715,99.205,104.985,106.055,108.825,106.000,105.930,109.215,109.145,105.880,106.465,108.390,107.615,109.690,108.265,111.245,113.835,111.790,111.760,113.150,119.940,112.500,123.980,120.615,120.960,117.105,120.180,114.460,121.780,110.395,118.865,119.040,113.580,113.210,106.630,108.475,111.230
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,31/01/21,98.825,106.495,104.705,100.930,109.885,103.595,104.660,101.460,105.220,103.225,106.535,102.760,109.355,112.645,121.040,111.290,107.990,110.115,113.265,118.455,116.505,116.830,120.650,113.535,116.565,109.835,118.430,119.415,113.930,114.615,115.090,114.415,113.455,127.505,128.240,116.760,115.670,122.985,121.920,118.135,111.275,119.335,112.745,122.550,109.970,102.465,109.685,97.095
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,01/02/21,97.920,105.235,100.725,97.370,101.830,97.435,100.285,95.380,103.270,98.240,106.830,112.995,109.440,104.305,107.270,113.735,116.730,108.135,110.810,105.040,107.575,103.005,109.930,104.480,102.950,104.945,103.375,112.505,108.105,108.335,112.745,104.975,120.225,115.425,113.255,117.480,119.000,124.440,115.410,121.350,121.815,125.610,115.640,120.425,107.900,109.170,102.305,95.885
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,02/02/21,94.835,99.525,96.180,93.925,90.225,89.295,92.315,90.900,93.955,84.815,97.650,99.205,95.145,97.450,99.845,106.355,99.870,94.650,96.590,98.600,87.265,90.345,97.255,99.605,95.860,94.165,96.025,101.455,94.825,98.290,105.670,102.320,102.250,106.190,105.890,110.540,104.600,106.545,112.760,112.835,108.655,105.735,108.750,102.290,100.130,99.110,93.105,87.680
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,03/02/21,90.815,85.750,84.280,86.785,87.130,84.785,84.720,87.175,86.950,86.585,93.105,93.320,97.390,91.890,97.975,99.330,97.255,100.805,99.100,96.365,92.865,99.770,90.815,93.375,96.815,92.760,103.315,93.830,90.600,90.870,90.480,96.780,94.800,97.820,106.585,99.215,104.395,108.270,102.535,113.915,104.085,99.835,105.320,97.670,97.985,94.190,92.100,91.940
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,04/02/21,88.330,91.945,85.365,93.330,89.065,82.480,95.135,88.010,91.055,93.080,96.925,95.040,107.180,97.855,100.560,106.365,104.795,101.520,99.605,96.995,92.910,99.915,93.965,93.895,95.250,93.145,99.760,99.895,102.455,97.655,103.100,105.640,105.990,96.585,102.745,103.805,100.185,106.200,102.560,102.210,101.415,103.015,103.535,98.210,93.335,97.425,91.815,85.865
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,05/02/21,91.485,86.380,90.100,90.300,86.295,91.215,86.150,85.560,88.920,85.760,96.250,98.065,96.520,96.560,96.925,91.160,101.440,94.585,97.665,87.215,88.985,92.370,90.925,84.760,92.555,89.260,87.115,88.030,86.895,88.460,92.135,91.405,94.440,98.720,100.625,101.010,103.670,103.200,104.730,99.885,101.755,99.280,105.910,97.680,102.195,91.990,99.865,89.565
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,06/02/21,90.530,92.145,91.085,90.320,94.300,88.470,88.870,94.210,87.370,85.310,95.530,94.775,98.065,107.950,98.110,96.530,99.185,100.960,101.440,108.765,95.610,109.375,101.840,98.410,97.430,97.520,97.715,99.190,92.585,103.305,99.580,105.650,106.930,105.380,112.490,114.545,112.935,114.775,120.490,114.165,117.040,107.875,106.935,109.135,105.080,100.130,105.255,97.505
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,07/02/21,95.205,98.810,100.370,95.230,97.615,91.755,100.165,98.755,100.860,97.665,107.480,101.715,111.060,118.595,114.305,124.800,122.815,122.200,129.280,118.430,120.715,116.110,119.825,117.345,122.790,114.345,115.415,115.310,111.940,115.350,111.640,112.945,116.870,130.600,129.345,118.000,123.615,125.560,117.995,120.660,124.065,121.795,120.125,116.795,117.420,111.120,112.995,113.575
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,08/02/21,100.040,114.590,107.800,100.610,109.560,101.070,104.760,107.225,105.530,107.725,110.305,121.135,121.680,116.690,115.590,129.395,117.950,132.415,124.865,125.720,121.135,125.705,119.755,118.630,121.385,121.025,125.360,120.760,124.700,124.700,128.260,126.720,123.835,126.800,126.630,125.465,128.370,132.925,129.610,133.085,126.960,131.120,131.835,125.760,117.430,118.200,110.560,114.035
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,09/02/21,110.045,103.025,109.720,104.330,106.815,104.745,107.040,104.860,107.345,104.680,112.835,123.040,118.935,113.400,127.605,128.170,132.905,134.215,125.370,127.085,127.890,126.200,119.775,121.665,122.735,120.855,122.615,123.570,119.785,129.855,126.490,133.350,124.850,133.790,125.750,131.440,125.890,121.000,122.735,129.275,128.405,123.175,130.955,119.025,117.415,118.745,110.440,105.740
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,10/02/21,103.680,101.820,104.525,104.010,95.840,107.990,101.295,95.120,112.640,99.240,107.170,113.720,113.185,112.790,110.530,121.865,125.805,131.995,120.940,121.665,110.255,112.980,118.805,118.875,123.655,124.825,117.110,115.335,113.585,114.290,116.470,113.370,116.760,119.100,135.290,120.270,121.610,118.985,120.375,125.030,117.155,115.885,112.580,98.285,107.105,95.330,92.740,98.040
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,11/02/21,89.900,92.565,97.170,85.825,94.280,91.740,90.065,91.000,90.785,97.010,98.910,96.330,105.445,101.795,100.000,114.790,112.850,109.350,113.130,105.415,102.425,107.280,113.495,106.280,97.685,106.620,100.765,97.305,103.135,115.255,109.930,104.910,111.330,114.970,117.725,113.425,118.130,115.630,113.335,117.610,115.720,108.645,110.705,112.955,111.775,99.990,108.215,95.730
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,12/02/21,97.630,97.475,97.445,95.570,93.975,95.560,98.010,94.520,95.325,101.960,93.240,112.755,98.190,102.215,108.700,108.430,111.880,106.145,105.280,105.325,98.345,106.905,99.320,102.050,108.415,108.175,110.930,106.805,112.455,119.300,106.660,113.625,127.985,123.650,118.765,128.675,122.455,121.855,121.015,119.650,125.525,116.660,118.120,125.460,110.610,111.270,111.920,102.880
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,13/02/21,105.570,106.520,101.630,107.395,98.985,102.405,103.095,101.410,103.385,103.005,108.160,105.745,110.615,121.260,112.935,114.110,114.455,112.160,122.120,118.700,119.485,112.730,105.545,122.740,106.370,110.190,113.640,105.360,110.530,121.610,102.540,122.355,117.165,116.000,120.410,121.960,107.320,117.050,114.525,113.585,110.030,112.385,118.465,109.010,101.095,107.865,100.950,96.530
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,14/02/21,99.935,94.055,99.720,102.430,99.530,101.810,96.580,92.395,97.495,93.570,95.285,93.945,97.505,110.565,103.890,98.650,92.520,101.270,105.330,96.180,106.100,105.790,98.680,92.385,99.705,103.445,98.250,108.325,105.825,104.265,106.950,108.305,104.915,112.575,110.105,111.775,102.655,117.120,102.770,110.695,115.125,106.420,109.080,110.205,96.215,99.155,96.720,95.885
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,15/02/21,92.800,91.640,92.680,89.420,87.670,89.950,90.210,94.105,86.385,89.845,83.970,95.885,102.210,94.910,87.355,96.575,92.110,95.850,97.410,87.760,93.525,94.585,89.135,91.065,88.985,91.200,86.225,85.510,83.415,85.695,85.370,89.290,91.040,94.375,91.135,94.745,94.445,96.600,91.020,96.430,95.030,98.275,94.830,88.305,89.520,84.730,78.910,82.385
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,16/02/21,74.695,74.650,76.860,77.585,72.530,80.015,76.135,75.210,75.485,82.385,72.480,98.505,87.175,83.480,84.475,86.220,88.795,87.215,84.800,89.680,82.720,88.250,82.800,83.640,82.620,80.305,78.840,80.840,80.010,87.505,86.190,92.210,87.560,84.800,85.540,87.240,88.840,88.835,85.910,90.930,92.390,89.235,86.800,87.020,81.760,78.345,80.935,75.105
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,17/02/21,74.115,78.175,74.200,72.165,75.920,72.340,76.470,76.865,75.110,74.360,80.890,84.625,88.205,82.370,85.520,86.385,86.470,91.065,85.640,88.725,83.140,86.055,80.465,83.420,81.635,80.525,81.940,79.500,86.065,75.560,88.595,80.615,81.945,87.800,89.160,86.760,91.645,88.235,84.815,89.040,89.425,92.005,87.075,86.080,82.735,79.350,82.320,73.215
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,18/02/21,77.065,73.130,73.005,76.880,71.540,73.335,73.205,73.130,73.490,77.285,79.535,89.480,89.010,81.225,81.065,83.340,82.290,82.895,78.385,79.025,76.920,80.790,78.635,76.700,75.400,82.160,77.825,76.435,73.220,75.705,81.240,78.995,79.645,81.775,84.240,91.740,86.205,91.675,87.645,94.000,87.935,92.040,86.105,92.065,84.930,85.710,79.850,82.445
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,19/02/21,79.945,83.305,77.520,86.225,72.285,82.450,77.805,75.275,82.510,82.345,78.505,96.510,85.720,87.960,85.815,88.540,90.055,88.765,80.515,82.640,83.485,88.570,83.690,81.310,82.960,77.530,74.245,72.665,83.025,78.425,86.040,86.180,82.730,90.815,83.930,89.230,91.130,91.645,86.355,85.205,91.240,82.880,84.785,86.315,80.725,82.825,83.280,75.670
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,20/02/21,81.520,80.380,77.180,77.260,78.125,77.545,77.690,75.685,77.675,77.560,79.740,75.065,80.015,92.340,84.480,76.600,74.605,81.490,78.725,77.250,76.495,77.000,73.465,73.185,74.495,71.120,76.800,70.270,70.425,74.495,73.825,70.455,68.520,81.370,82.170,81.880,77.120,85.295,79.655,79.840,78.270,82.035,80.360,73.455,75.175,74.535,74.265,72.785
"GS - DT V Opco Limited","Anchor Boulevard","HH 1900027426471 - 15042914",1900027426471,15042914,KWH,A,21/02/21,76.350,71.555,72.710,69.835,69.565,73.010,71.360,66.360,72.575,70.310,72.850,68.585,78.400,79.945,78.365,72.995,77.375,72.765,69.610,75.655,71.335,74.155,71.585,68.830,69.050,67.300,67.580,67.630,68.280,68.690,66.390,75.455,68.680,76.835,75.160,81.540,78.290,80.905,78.695,76.745,77.695,79.160,81.095,77.595,73.580,73.345,73.465,74.375
